state,year,sales_all_sectors,production_all_sources,revenue_all_sectors,price_all_sectors,export_minus_import
Iowa,2003,41207.284,42116.191,2519.30301,6.11,1.4653553499999998
Iowa,2004,40902.77298,43248.189,2618.50301,6.4,0.58614214
Iowa,2005,42756.80799,44156.15992,2859.39201,6.69,0.87921321
Iowa,2006,43336.835,45483.46237,3037.806,7.01,0.0
Iowa,2007,45269.52298,49789.216960000005,3092.92199,6.83,0.0
Iowa,2008,45488.06999,53086.78637,3135.26428,6.89,0.0
Iowa,2009,43641.195,51860.06314,3215.3308,7.37,0.0
Iowa,2010,45445.26901,57508.72079,3479.73181,7.66,0.0
Iowa,2011,45654.87701,56371.91265,3451.29411,7.5600000000000005,0.0
Iowa,2012,45709.09996,56675.403920000004,3524.26057,7.71,0.0
Kansas,2001,35846.95101,44748.523,2236.189,6.24,0.0
